Ryan McLeod,EDM,C,47,6,7,13,-2,12,51,0,0,1,0,0,14,15
Logan O'Connor,COL,C,59,6,14,20,10,27,103,1,0,0,1,3,72,48
Filip Chytil,NYR,C,46,6,8,14,-3,12,92,1,0,1,0,0,15,19
Zach Whitecloud,VGK,D,40,6,8,14,11,14,70,1,0,0,1,0,61,93
Eric Robinson,CLS,LW,44,6,11,17,0,12,59,0,0,0,1,0,53,11
Parker Kelly,OTT,C,24,5,1,6,2,22,27,0,0,0,0,0,81,20
Adam Ruzicka,CGY,C,22,5,4,9,6,8,26,0,0,0,0,0,16,4
Ryan Poehling,MON,C,43,5,7,12,-16,4,68,1,1,0,0,0,35,14
Jesper Boqvist,NJ,C,32,5,7,12,-5,4,46,0,0,0,0,0,19,8
Mackenzie Entwistle,CHI,RW,41,5,6,11,-11,17,26,0,0,0,1,0,96,16
Bowen Byram,COL,D,18,5,6,11,3,6,35,2,1,0,0,0,27,15
Kaapo Kakko,NYR,RW,37,5,9,14,7,10,56,1,1,1,0,0,5,13
Moritz Seider,DET,D,58,5,36,41,-2,30,124,3,2,15,0,2,96,114
K'Andre Miller,NYR,D,58,5,7,12,6,20,64,1,1,0,0,0,87,66
Joe Veleno,DET,C,42,5,7,12,-3,18,43,0,0,0,0,0,62,16
Quinn Hughes,VAN,D,55,5,43,48,10,22,113,0,0,23,0,1,14,40
Justin Danforth,CLS,RW,23,5,2,7,2,2,37,0,0,0,0,0,51,11
Vinni Lettieri,ANH,C,18,5,3,8,-3,2,32,0,2,3,0,0,27,10
Rasmus Asplund,BUF,C,57,5,15,20,-11,8,101,1,2,2,1,0,15,13
Taylor Raddysh,TB,RW,51,5,7,12,4,8,61,1,0,1,1,0,61,16
Janne Kuokkanen,NJ,LW,43,5,6,11,-12,8,45,1,1,0,1,0,25,16
Filip Hronek,DET,D,54,5,24,29,-19,28,98,0,2,4,0,0,46,59
Samuel Girard,COL,D,56,5,22,27,1,18,65,1,0,7,0,0,50,77
Ryan Lomberg,FLA,LW,41,5,7,12,6,63,72,1,0,0,0,1,97,6
Maxim Mamin,FLA,LW,27,5,5,10,10,9,33,0,0,0,0,0,36,12
Mikhail Sergachev,TB,D,53,5,26,31,10,33,98,1,1,5,0,1,86,83
Thomas Chabot,OTT,D,52,5,27,32,1,24,151,1,0,11,0,0,70,84
Ivan Provorov,PHI,D,54,5,15,20,-9,22,102,1,1,3,0,2,45,113
Nick Ritchie,ARI,LW,39,5,9,14,-4,33,62,0,1,3,0,0,101,14
Hampus Lindholm,ANH,D,58,5,16,21,-1,42,113,1,1,3,0,1,54,75
Ryan Dzingel,SJ,C,32,5,3,8,-5,35,32,1,0,0,0,0,20,9
Nick Bjugstad,MIN,C,39,5,5,10,-3,12,57,0,0,0,0,0,59,12
Jared Spurgeon,MIN,D,42,5,20,25,18,8,71,0,0,10,0,0,29,56
Jonathan Toews,CHI,C,48,5,17,22,-11,22,81,1,1,3,1,0,16,14
